name	username	total_count	rating	review	remark
Edward Campbell	edward_campbell_8804	22.0	55.1	'''Quod praesentium reiciendis; Dolorum vel debitis nulla dolorem repudiandae unde 	 Iure earum'''	'''(Maiores dolor facilis architecto) 	 Soluta and Sequi pariatur'''
Mrs Joyce Jones	mrs_jones_3754	12.0	10.1	'''Magnam dicta; Omnis molestiae deleniti 	 Aperiam'''	'''Note: Repellendus quod	 then Provident'''
Patricia Nash	patricia_nash_0564	85.0	40.1	'''Consectetur	 Eum perspiciatis minima quod Accusamus'''	'''(Officia saepe itaque) 	 Numquam voluptatem officiis in quae and Animi'''
Debra Jones	debra_jones_3068	26.0	75.1	'''Necessitatibus facilis: Dolorem amet cupiditate	 Beatae unde'''	'''(Quasi sunt labore officia explicabo veniam) 	 Labore quidem quia inventore officia and Quibusdam eveniet'''
Mrs Judith Taylor	mrs_taylor_5182	40.0	37.1	'''Note: Nam	 then Dolores autem illo ipsa'''	'''Sed consectetur eligendi: Eaque	 Doloribus libero maxime'''
Anthony Reynolds-Lee	anthony_lee_0011	20.0	8.1	'''(Quia accusamus nostrum) 	 Optio reiciendis nemo quo iure and Ea qui totam'''	'''(Quas tenetur nulla reprehenderit porro) 	 Eos minima distinctio and Animi'''
Miss Amber Kelly	miss_kelly_9708	97.0	75.1	'''Molestiae quasi harum temporibus nam sit: Laboriosam expedita	 Expedita deserunt aspernatur'''	'''Porro alias exercitationem explicabo vitae; Expedita rem rerum dolore 	 Dicta harum soluta cumque'''
Gregory Murphy	gregory_murphy_4763	50.0		'''Fugit voluptatum	 Dolorum quae optio Consequatur perferendis assumenda pariatur'''	'''Nulla aut sint voluptatum; Inventore nobis 	 At vel at delectus similique'''
Benjamin Williams	benjamin_williams_3522	51.0	73.1	'''Modi veniam eos asperiores: Dolorem commodi	 Itaque'''	'''Reiciendis: Ullam adipisci in nemo impedit	 Corrupti occaecati nisi'''
e	dr_todd_6371	18.0	85.1	'''(Animi) 	 Tenetur vitae and Aspernatur quisquam quibusdam animi'''	'''Optio quos dignissimos	 Vitae quae Veritatis optio inventore mollitia enim labore'''
Chelsea Chapman	chelsea_chapman_7892	47.0	84.1	'''Quidem ab rem quae laudantium	 Beatae quidem Sequi eveniet excepturi'''	'''Odit: Expedita unde incidunt	 In velit aut'''
Nicole Heath-Anderson	nicole_anderson_4237	53.0	12.1	'''Libero quo modi suscipit dolore: At saepe	 Architecto ipsum ipsa qui quasi'''	'''Note: Unde	 then Inventore impedit'''
Lisa Barnes	lisa_barnes_2306	60.0	42.1	'''(Iusto tenetur ad accusantium eaque) 	 Sequi exercitationem and Autem aliquid'''	'''(Dolorum in) 	 Magni optio incidunt architecto illo and Culpa'''
Ms Sandra Bennett	ms_bennett_3807	49.0	46.1	'''(Nisi labore) 	 Officia atque and Quibusdam'''	'''(Totam) 	 Libero incidunt and Earum repudiandae earum'''
Rachel Green	rachel_green_6494	16.0	63.1	'''Note: Quasi	 then Accusantium nulla cupiditate adipisci accusantium'''	'''Maxime nulla cumque deserunt; Necessitatibus temporibus 	 Quo ratione cum magni veritatis'''
Dr Arthur Clarke	dr_clarke_8660	61.0	89.1	'''(Qui ad) 	 Quis maxime porro inventore corrupti and Tenetur'''	'''Sunt quas facilis	 Praesentium Dolore ratione'''
Mandy Smith-Marshall	mandy_marshall_9745	8.0	76.1	'''Minima voluptate incidunt delectus accusantium: Eos commodi quibusdam	 Similique voluptates'''	'''Error odit fuga sunt et: Pariatur eaque	 Dolorem suscipit'''
Julie Bowen	julie_bowen_7939	72.0	41.1	'''Esse magni atque reprehenderit: Similique a dolor praesentium et	 Dignissimos unde'''	'''Cum illum ad fugiat facilis; Quos quibusdam sit 	 Officia debitis provident ducimus'''
Joyce Howard	joyce_howard_7732	45.0	39.1	'''(Aliquid est) 	 Adipisci eos eligendi and At'''	'''(Eligendi) 	 Nulla veritatis and Dolores quas dolore'''
Vanessa Mitchell	vanessa_mitchell_8987	2.0	5.1	'''Accusamus in error ut dicta	 Ad ex doloremque inventore soluta Quos cumque'''	'''Tempora corrupti; Sit laudantium 	 Natus iste'''
Karl Hammond	karl_hammond_3547	19.0	95.1	'''Nihil culpa; Voluptatibus officiis iste dolores soluta dignissimos 	 Fuga pariatur magnam maiores veniam'''	'''(Exercitationem eaque laboriosam velit similique) 	 Culpa culpa and Fugiat'''
Beth Lee	beth_lee_8604	34.0	21.1	'''Voluptates voluptatum esse facilis voluptatibus	 Dignissimos quia minima Earum facilis'''	'''Voluptatem: Provident	 Similique totam explicabo'''
Mr Trevor Rice	mr_rice_5948	65.0	10.1	'''Nemo: Officiis aperiam error	 Accusantium corporis'''	'''Excepturi; Perferendis assumenda 	 Minima tenetur'''
Julian Wilkins	julian_wilkins_3825	47.0	56.1	'''Dolore eaque; Qui maxime officia nisi 	 Fuga ducimus ratione alias quidem'''	'''Deserunt officia; Culpa doloremque suscipit quod dolorem deleniti 	 Optio fugiat amet inventore ex repellat'''
Graham Brown-Hammond	graham_hammond_8826	68.0	62.1	'''Ipsam molestias explicabo quasi harum corporis; Totam odit 	 Voluptatum ut commodi'''	'''Note: Voluptatibus ullam id accusantium	 then Laudantium a'''
Rosemary Smith	rosemary_smith_7431	41.0	3.1	'''Ducimus veritatis porro eum: Eum aliquid aperiam	 Voluptates'''	'''Note: Minus alias quia	 then Magnam praesentium eum doloremque vitae labore'''
Mr Eric Roberts	mr_roberts_8551	34.0	8.1	'''(Quas temporibus voluptates impedit) 	 Iste suscipit and Repudiandae atque animi occaecati dolor'''	'''Note: Distinctio ad minima	 then Suscipit aliquid'''
